CSMILES,Tg
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.228$0.124$0.332$0.316,-43.81229939999997
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.228$0.224$0.216$0.332,-32.49632809999997
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.228$0.524$0.18$0.068,-3.1026677999999492
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.248$0.3$0.304$0.148,-20.32753059999999
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.248$0.6$0.064$0.088,1.3858581000000072
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0$0.436$0.312,-51.876049499999965
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.024$0.384$0.34,-47.365646699999985
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.048$0.408$0.292,-44.152501899999976
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.1$0.044$0.604,-46.12683329999999
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.1$0.176$0.472,-44.96079739999999
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.1$0.236$0.412,-43.840825999999964
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.124$0.088$0.536,-40.426960399999984
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.124$0.152$0.472,-38.04788439999999
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.124$0.368$0.256,-39.561672699999974
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.148$0.312$0.288,-38.63935959999998
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.2$0.192$0.356,-33.96184189999997
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.276$0.292$0.18,-25.408791499999978
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.348$0.168$0.232,-15.165689799999996
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.476$0.044$0.228,-0.40088959999997087
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.252$0.524$0.204$0.02,5.856053099999997
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.26$0.216$0.256$0.268,-29.742728599999964
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.26$0.364$0.172$0.204,-15.284014899999988
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.264$0.512$0.108$0.116,10.04843496920006
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.276$0$0.256$0.468,-47.37574129999999
*CC(*)c1ccccc1.*CC(*)C=C.*C/C=C\C*.*C/C=C/C*$0.276$0$0.332$0.392,-46.246451399999984
